dimension,trustworthiness,knn_preservation,pairwise_mse,shepard_corr
8,0.5149002689697113,0.014428857715430862,24.787055714957386,0.027502875680406182
12,0.5105983861817321,0.014428857715430862,24.754075452998762,0.02927325800975636
16,0.5148137415360252,0.01523046092184369,24.67588062769184,0.030733797971259028
20,0.5101918705027162,0.015230460921843688,24.748992487949252,0.028649031208238182
