dimension,trustworthiness,knn_preservation,pairwise_mse,shepard_corr
8,0.5650468316373729,0.026595744680851064,44.46356820639096,0.10823094101344226
16,0.5569062210915818,0.026595744680851064,44.44432714124902,0.08178456745683751
32,0.5806559320074005,0.027659574468085108,44.36931532651351,0.13518540543017787
64,0.5581348288621647,0.026595744680851068,44.13688038161646,0.14249772272756817
96,0.6106368524514338,0.028191489361702127,44.09588429845297,0.1704676400752223
128,0.5964283649398705,0.034574468085106384,44.16113380283965,0.16638124805193327
