dimension,continuity,lid,neighborhood_hit_rate,redundancy_ratio
32,1.0052353145235893,8.641518047377135,0.03138297872340426,0.0
64,1.0052136332099908,9.038200950056419,0.034574468085106384,0.0
96,1.0052121877890843,8.998558862708766,0.03617021276595745,0.0
128,1.0051948427382054,9.027930834120014,0.03829787234042553,0.0
