dimension,continuity,lid,neighborhood_hit_rate,redundancy_ratio
32,1.0053379394079556,19.28028,0.0175531914893617,0.0
64,1.0053581753006475,29.882755,0.01170212765957447,0.0
96,1.0053639569842738,37.78599,0.013297872340425532,0.0
128,1.0053856382978723,44.402493,0.009574468085106385,0.0
