dimension,trustworthiness,knn_preservation,pairwise_mse,shepard_corr
8,0.5920198311748381,0.03138297872340426,8.40722854450272,0.1891698255684185
12,0.6048031336725255,0.03776595744680852,7.739850739532833,0.19262405101236157
16,0.6138413506012952,0.03563829787234043,7.783258865718975,0.19038227709412692
20,0.6092564754856614,0.035106382978723406,7.917555723775499,0.18485965482396646
