dimension,trustworthiness,knn_preservation,pairwise_mse,shepard_corr
8,0.535169363287161,0.024242424242424246,17.41889459432378,0.058506691956935364
12,0.5178582237225002,0.019834710743801654,19.025808863768223,0.0406491389448507
16,0.5447033717456253,0.03360881542699725,16.2527205500788,0.06046977991474646
20,0.5370550576184379,0.030303030303030304,17.29386489052846,0.0442499601498599
32,0.5343731812361774,0.024793388429752067,14.66578872301801,0.06598651151320227
64,0.5143863733364373,0.024793388429752067,14.43601485790104,0.07193719259264009
96,0.5282101423970822,0.02809917355371901,14.43544986390871,0.05786124175739117
128,0.5340876110658441,0.030303030303030307,12.987394422231342,0.06274632936630621
