dimension,continuity,lid,neighborhood_hit_rate,redundancy_ratio
8,1.0055018818143018,2.7635264,0.024242424242424246,0.03571428571428571
16,1.0055189539440499,5.3831625,0.018181818181818184,0.0
32,1.005508089861483,7.549239,0.019834710743801654,0.0
64,1.0054289372599232,8.928174,0.03195592286501378,0.0
96,1.0054677375548053,9.3389435,0.026997245179063364,0.0
128,1.0054320412835138,9.919171,0.0325068870523416,0.0
