dimension,continuity,lid,neighborhood_hit_rate,redundancy_ratio
32,1.0040023019562547,9.857424029252666,0.0124248496993988,0.004032258064516129
64,1.003996587880445,13.490051666352313,0.014428857715430862,0.00496031746031746
96,1.003996587880445,16.721281186492373,0.014829659318637275,0.0125
128,1.003999853066622,19.17034107790889,0.014428857715430864,0.007627952755905512
