dimension,continuity,lid,neighborhood_hit_rate,redundancy_ratio
32,1.0052382053654023,8.571488249352722,0.0324468085106383,0.0020161290322580645
64,1.0052280874190564,10.247401233353944,0.03297872340425532,0.000992063492063492
96,1.0052035152636447,11.583905288868374,0.03670212765957447,0.0008771929824561404
128,1.0052035152636447,12.940606935978288,0.0372340425531915,0.0017224409448818897
