dimension,continuity,lid,neighborhood_hit_rate,redundancy_ratio
32,1.0040382190041999,20.906048,0.009218436873747496,0.0
64,1.0040365864111114,31.664799,0.00841683366733467,0.0
96,1.0040561775281724,39.074024,0.006012024048096192,0.0
128,1.0040104649216968,44.801064,0.0124248496993988,0.0
