dimension,continuity,lid,neighborhood_hit_rate,redundancy_ratio
12,1.0055546502153416,10.604362,0.013774104683195593,0.0
16,1.0055267140030264,12.667284,0.01763085399449036,0.0
20,1.0055701703332944,14.470251,0.011570247933884299,0.0
32,1.005525161991231,19.661781,0.015426997245179064,0.0
64,1.0055825864276569,29.900995,0.012121212121212123,0.0
96,1.005556202227137,36.13177,0.012672176308539944,0.0
128,1.0055406821091841,44.8344,0.014876033057851241,0.0
