dimension,trustworthiness,knn_preservation,pairwise_mse,shepard_corr
8,0.5127370831275586,0.01122244488977956,30.18865260410218,0.06401848295771001
12,0.5187646168099947,0.015230460921843688,32.32846633463773,0.08503542200494059
16,0.5208265818806657,0.014829659318637275,33.66549751097414,0.09213250282515802
20,0.5197833548971671,0.015631262525050104,34.61264237577573,0.08962404333682865
