dimension,continuity,lid,neighborhood_hit_rate,redundancy_ratio
8,1.0000975586979723,12.602375,0.2134,0.0
12,1.0000970722162932,12.68112,0.21637333333333333,0.0
16,1.0000924288509427,12.399715,0.24534666666666669,0.0
20,1.000094089292067,12.546996,0.23290666666666668,0.0
32,1.0000958208822484,12.985948,0.22277333333333335,0.0
64,1.000093517431519,13.032845,0.23932,0.0
96,1.0000972714336536,13.0094185,0.21718666666666667,0.0
128,1.000095048914977,13.0520525,0.22913333333333333,0.0
