dimension,continuity,lid,neighborhood_hit_rate,redundancy_ratio
8,1.0064857755150636,38.467808,0.044518272425249174,0.031131607176272322
12,1.0065084530518296,37.841602,0.043853820598006646,0.03170567580754298
16,1.0065152563128592,38.474186,0.04053156146179402,0.031141975361305772
20,1.0065265950812423,38.469826,0.03986710963455149,0.0308276060664144
32,1.006522059573889,38.6904,0.04053156146179402,0.03057566213244014
64,1.0064517592099147,39.341007,0.04717607973421927,0.03139068738388818
96,1.0065402016033018,38.951126,0.03853820598006645,0.03192660998125148
128,1.0065129885591828,38.031204,0.04318936877076412,0.031013549096804295
